file,artist,artist_name,title,year,wikiart_url,painting_url,image_url,width,height,styles,media,genres,tags,location,galleries,period,description
georges-seurat/georges-seurat__poseur-standing-front-view-study-for-les-poseuses-1887.jpg,georges-seurat,Georges Seurat,"Poseur standing, front view, study for ""Les poseuses""",1887,https://www.wikiart.org/en/georges-seurat/poseur-standing-front-view-study-for-les-poseuses-1887,poseur-standing-front-view-study-for-les-poseuses-1887,https://uploads4.wikiart.org/images/georges-seurat/poseur-standing-front-view-study-for-les-poseuses-1887.jpg!Large.jpg,374,600,Pointillism|Neo-Impressionism,oil|wood,nude painting (nu),female-nude,France,"Musée d'Orsay, Paris, France",,
georges-seurat/georges-seurat__the-bridge-at-courbevoie-1887.jpg,georges-seurat,Georges Seurat,The Bridge at Courbevoie,1887,https://www.wikiart.org/en/georges-seurat/the-bridge-at-courbevoie-1887,the-bridge-at-courbevoie-1887,https://uploads6.wikiart.org/images/georges-seurat/the-bridge-at-courbevoie-1887.jpg!Large.jpg,721,600,Pointillism|Neo-Impressionism,oil|canvas,cityscape,games-and-sport|boats-and-ships|Tree|Water|Waterway,France,"Courtauld Institute of Art, London, UK",,
georges-seurat/georges-seurat__trombone-player-1887.jpg,georges-seurat,Georges Seurat,Trombone player,1887,https://www.wikiart.org/en/georges-seurat/trombone-player-1887,trombone-player-1887,https://uploads5.wikiart.org/images/georges-seurat/trombone-player-1887.jpg,350,451,Pointillism|Neo-Impressionism,crayon|paper,genre painting,celebrations-and-festivals|Shadow|Human,France,"Philadelphia Museum of Art, Philadelphia, PA, US",,
georges-seurat/georges-seurat__circus-sideshow-1888.jpg,georges-seurat,Georges Seurat,Circus Sideshow,1888,https://www.wikiart.org/en/georges-seurat/circus-sideshow-1888,circus-sideshow-1888,https://uploads5.wikiart.org/images/georges-seurat/circus-sideshow-1888.jpg,700,478,Pointillism|Neo-Impressionism,oil|canvas,genre painting,celebrations-and-festivals|Circus,France,"Metropolitan Museum of Art (Met), New York City, NY, US",,
georges-seurat/georges-seurat__harbour-at-port-en-bessin-at-high-tide-1888.jpg,georges-seurat,Georges Seurat,Harbour at Port-en-Bessin at High Tide,1888,https://www.wikiart.org/en/georges-seurat/harbour-at-port-en-bessin-at-high-tide-1888,harbour-at-port-en-bessin-at-high-tide-1888,https://uploads2.wikiart.org/images/georges-seurat/harbour-at-port-en-bessin-at-high-tide-1888.jpg!Large.jpg,750,581,Pointillism|Neo-Impressionism,oil|canvas,landscape,boats-and-ships|France|Normandy|Port-en-Bessin|cliffs-and-rocks,France,"Musée d'Orsay, Paris, France",,
georges-seurat/georges-seurat__port-en-bessin-entrance-to-the-harbor-1888.jpg,georges-seurat,Georges Seurat,Port-en-Bessin Entrance to the Harbor,1888,https://www.wikiart.org/en/georges-seurat/port-en-bessin-entrance-to-the-harbor-1888,port-en-bessin-entrance-to-the-harbor-1888,https://uploads1.wikiart.org/images/georges-seurat/port-en-bessin-entrance-to-the-harbor-1888.jpg!Large.jpg,729,600,Pointillism|Neo-Impressionism,oil|canvas,marina,boats-and-ships|France|Normandy|Port-en-Bessin|Grass|Sailboat,France,"Museum of Modern Art (MoMA), New York City, NY, US",,
georges-seurat/georges-seurat__port-en-bessin-the-outer-harbor-low-tide-1888.jpg,georges-seurat,Georges Seurat,"Port-en-Bessin, The Outer Harbor, Low Tide",1888,https://www.wikiart.org/en/georges-seurat/port-en-bessin-the-outer-harbor-low-tide-1888,port-en-bessin-the-outer-harbor-low-tide-1888,https://uploads4.wikiart.org/images/georges-seurat/port-en-bessin-the-outer-harbor-low-tide-1888.jpg!Large.jpg,723,600,Pointillism|Neo-Impressionism,oil|canvas,cityscape,houses-and-buildings|boats-and-ships|France|Normandy|Port-en-Bessin,France,,,
georges-seurat/georges-seurat__port-en-bessin-the-semaphore-and-cliffs-1888.jpg,georges-seurat,Georges Seurat,"Port-en-Bessin, the Semaphore and Cliffs",1888,https://www.wikiart.org/en/georges-seurat/port-en-bessin-the-semaphore-and-cliffs-1888,port-en-bessin-the-semaphore-and-cliffs-1888,https://uploads3.wikiart.org/images/georges-seurat/port-en-bessin-the-semaphore-and-cliffs-1888.jpg!Large.jpg,750,596,Pointillism|Neo-Impressionism,oil|canvas,landscape,France|Normandy|Port-en-Bessin|cliffs-and-rocks,France,,,
georges-seurat/georges-seurat__study-for-invitation-to-the-sideshow-1888.jpg,georges-seurat,Georges Seurat,Study for 'Invitation to the Sideshow',1888,https://www.wikiart.org/en/georges-seurat/study-for-invitation-to-the-sideshow-1888,study-for-invitation-to-the-sideshow-1888,https://uploads0.wikiart.org/images/georges-seurat/study-for-invitation-to-the-sideshow-1888.jpg!Large.jpg,750,483,Pointillism|Neo-Impressionism,oil|canvas,genre painting,celebrations-and-festivals|Textile,France,"E.G. Bührle Foundation, Zürich, Switzerland",,
georges-seurat/georges-seurat__sunday-at-port-en-bessin-1888.jpg,georges-seurat,Georges Seurat,Sunday at Port-en-Bessin,1888,https://www.wikiart.org/en/georges-seurat/sunday-at-port-en-bessin-1888,sunday-at-port-en-bessin-1888,https://uploads6.wikiart.org/images/georges-seurat/sunday-at-port-en-bessin-1888.jpg!Large.jpg,750,596,Pointillism|Neo-Impressionism,oil|canvas,cityscape,houses-and-buildings|boats-and-ships|France|Normandy|Port-en-Bessin|Vehicle,France,"Kröller-Müller Museum, Otterlo, Netherlands",,
georges-seurat/georges-seurat__the-channel-at-gravelines-grand-fort-philippe-1888.jpg,georges-seurat,Georges Seurat,"The Channel at Gravelines, Grand Fort-Philippe",1888,https://www.wikiart.org/en/georges-seurat/the-channel-at-gravelines-grand-fort-philippe-1888,the-channel-at-gravelines-grand-fort-philippe-1888,https://uploads0.wikiart.org/images/georges-seurat/the-channel-at-gravelines-grand-fort-philippe-1888.jpg!Large.jpg,750,585,Pointillism|Neo-Impressionism,oil|canvas,cityscape,houses-and-buildings|France|Graveline,France,"National Gallery, London, UK",,
georges-seurat/georges-seurat__the-garbage-picker.jpg,georges-seurat,Georges Seurat,The Garbage Picker,1888,https://www.wikiart.org/en/georges-seurat/the-garbage-picker,the-garbage-picker,https://uploads4.wikiart.org/images/georges-seurat/the-garbage-picker.jpg!Large.jpg,471,600,Pointillism|Neo-Impressionism,crayon|paper,genre painting,arts-and-crafts|countryside|Shadow,France,"Museu da Chacara do Ceu, Rio de Janeiro, Brazil",,
georges-seurat/georges-seurat__the-harbour-and-the-quays-at-port-en-bessin-1888.jpg,georges-seurat,Georges Seurat,The Harbour and the Quays at Port-en-Bessin,1888,https://www.wikiart.org/en/georges-seurat/the-harbour-and-the-quays-at-port-en-bessin-1888,the-harbour-and-the-quays-at-port-en-bessin-1888,https://uploads7.wikiart.org/images/georges-seurat/the-harbour-and-the-quays-at-port-en-bessin-1888.jpg!Large.jpg,750,596,Pointillism|Neo-Impressionism,oil|canvas,cityscape,houses-and-buildings|France|Normandy|Port-en-Bessin,France,,,
georges-seurat/georges-seurat__the-models-1888.jpg,georges-seurat,Georges Seurat,The Models,1888,https://www.wikiart.org/en/georges-seurat/the-models-1888,the-models-1888,https://uploads1.wikiart.org/images/georges-seurat/the-models-1888.jpg!Large.jpg,750,596,Pointillism|Neo-Impressionism,oil|canvas,nude painting (nu),female-nude|furniture-and-decoration,France,"Barnes Foundation, Philadelphia, PA, US",,
georges-seurat/georges-seurat__the-river-seine-at-la-grande-jatte-1888.jpg,georges-seurat,Georges Seurat,The river Seine at La Grande-Jatte,1888,https://www.wikiart.org/en/georges-seurat/the-river-seine-at-la-grande-jatte-1888,the-river-seine-at-la-grande-jatte-1888,https://uploads7.wikiart.org/images/georges-seurat/the-river-seine-at-la-grande-jatte-1888.jpg!Large.jpg,750,583,Pointillism|Neo-Impressionism,oil|canvas,landscape,games-and-sport|boats-and-ships|Sailboat|Boat|Tree|Vehicle,France,"Royal Museums of Fine Arts of Belgium, Brussels, Belgium",,
georges-seurat/georges-seurat__the-seine-at-la-grande-jatte-in-the-spring-1888.jpg,georges-seurat,Georges Seurat,The Seine at La Grande Jatte in the Spring,1888,https://www.wikiart.org/en/georges-seurat/the-seine-at-la-grande-jatte-in-the-spring-1888,the-seine-at-la-grande-jatte-in-the-spring-1888,https://uploads6.wikiart.org/images/georges-seurat/the-seine-at-la-grande-jatte-in-the-spring-1888.jpg!Large.jpg,737,600,Pointillism|Neo-Impressionism,oil|canvas,landscape,countryside|boats-and-ships|cottages-and-farmhouses|Textile,France,"Royal Museums of Fine Arts of Belgium, Brussels, Belgium",,
georges-seurat/georges-seurat__woman-seated-by-an-easel-1888.jpg,georges-seurat,Georges Seurat,Woman Seated by an Easel,1888,https://www.wikiart.org/en/georges-seurat/woman-seated-by-an-easel-1888,woman-seated-by-an-easel-1888,https://uploads6.wikiart.org/images/georges-seurat/woman-seated-by-an-easel-1888.jpg!Large.jpg,456,600,Pointillism|Neo-Impressionism,crayon|paper,genre painting,female-portraits|reading-and-writing|Nose,France,"Fogg Museum (Harvard Art Museums), Cambridge, MA, US",,
georges-seurat/georges-seurat__the-eiffel-tower-1889.jpg,georges-seurat,Georges Seurat,The Eiffel Tower,1889,https://www.wikiart.org/en/georges-seurat/the-eiffel-tower-1889,the-eiffel-tower-1889,https://uploads7.wikiart.org/images/georges-seurat/the-eiffel-tower-1889.jpg!Large.jpg,366,600,Pointillism|Neo-Impressionism,oil|wood,cityscape,autumn|Paris|France,,"Fine Arts Museums of San Francisco, San Francisco, CA, US",,
georges-seurat/georges-seurat__view-of-crotoy-the-valley-1889.jpg,georges-seurat,Georges Seurat,"View of Crotoy, the Valley",1889,https://www.wikiart.org/en/georges-seurat/view-of-crotoy-the-valley-1889,view-of-crotoy-the-valley-1889,https://uploads7.wikiart.org/images/georges-seurat/view-of-crotoy-the-valley-1889.jpg!Large.jpg,750,599,Pointillism|Neo-Impressionism,oil|canvas,landscape,houses-and-buildings|France|Crotoy,France,Private Collection,,
georges-seurat/georges-seurat__view-of-le-crotoy-from-upstream-1889.jpg,georges-seurat,Georges Seurat,"View of Le Crotoy, from Upstream",1889,https://www.wikiart.org/en/georges-seurat/view-of-le-crotoy-from-upstream-1889,view-of-le-crotoy-from-upstream-1889,https://uploads4.wikiart.org/images/georges-seurat/view-of-le-crotoy-from-upstream-1889.jpg!Large.jpg,719,600,Pointillism|Neo-Impressionism,oil|canvas,landscape,houses-and-buildings|France|Crotoy|Picture frame,France,"Detroit Institute of Arts, Detroit, MI, US",,
georges-seurat/georges-seurat__beach-at-gravelines-1890.jpg,georges-seurat,Georges Seurat,Beach at Gravelines,1890,https://www.wikiart.org/en/georges-seurat/beach-at-gravelines-1890,beach-at-gravelines-1890,https://uploads1.wikiart.org/images/georges-seurat/beach-at-gravelines-1890.jpg!Large.jpg,750,494,Pointillism|Neo-Impressionism,oil|wood,marina,sunrise-and-sunset|seas-and-oceans|France|Graveline|Line,France,"Courtauld Institute of Art, London, UK",,
georges-seurat/georges-seurat__chahut-1890.jpg,georges-seurat,Georges Seurat,Chahut,1890,https://www.wikiart.org/en/georges-seurat/chahut-1890,chahut-1890,https://uploads6.wikiart.org/images/georges-seurat/chahut-1890.jpg!Large.jpg,470,600,Pointillism|Neo-Impressionism,oil|canvas,genre painting,celebrations-and-festivals|Textile,France,"Kröller-Müller Museum, Otterlo, Netherlands",,
georges-seurat/georges-seurat__portrait-of-paul-signac-1890.jpg,georges-seurat,Georges Seurat,Portrait of Paul Signac,1890,https://www.wikiart.org/en/georges-seurat/portrait-of-paul-signac-1890,portrait-of-paul-signac-1890,https://uploads5.wikiart.org/images/georges-seurat/portrait-of-paul-signac-1890.jpg!Large.jpg,493,600,Pointillism|Neo-Impressionism,crayon|paper,portrait,male-portraits|famous-people|Paul-Signac|Facial hair|Beard|monochrome|Male|Gentleman|Monochrome photography|Human|Eye,France,Private Collection,,
georges-seurat/georges-seurat__study-for-young-woman-powdering-herself-1890.jpg,georges-seurat,Georges Seurat,"Study for ""Young Woman Powdering Herself""",1890,https://www.wikiart.org/en/georges-seurat/study-for-young-woman-powdering-herself-1890,study-for-young-woman-powdering-herself-1890,https://uploads3.wikiart.org/images/georges-seurat/study-for-young-woman-powdering-herself-1890.jpg!Large.jpg,387,600,Pointillism|Neo-Impressionism,oil|wood,sketch and study,female-portraits|furniture-and-decoration,France,,,
georges-seurat/georges-seurat__study-for-chahut-1890.jpg,georges-seurat,Georges Seurat,Study for 'Chahut',1890,https://www.wikiart.org/en/georges-seurat/study-for-chahut-1890,study-for-chahut-1890,https://uploads7.wikiart.org/images/georges-seurat/study-for-chahut-1890.jpg!Large.jpg,524,600,Pointillism|Neo-Impressionism,oil|canvas,genre painting,celebrations-and-festivals|Textile|Brown,France,"Albright-Knox Art Gallery, Buffalo, NY, US",,
georges-seurat/georges-seurat__study-for-the-chahut-1890.jpg,georges-seurat,Georges Seurat,Study for The Chahut,1890,https://www.wikiart.org/en/georges-seurat/study-for-the-chahut-1890,study-for-the-chahut-1890,https://uploads2.wikiart.org/images/georges-seurat/study-for-the-chahut-1890.jpg!Large.jpg,430,600,Pointillism|Neo-Impressionism,oil|wood,genre painting,celebrations-and-festivals|Textile,France,"Courtauld Institute of Art, London, UK",,
georges-seurat/georges-seurat__study-for-the-channel-at-gravelines-1890.jpg,georges-seurat,Georges Seurat,Study for 'The Channel at Gravelines',1890,https://www.wikiart.org/en/georges-seurat/study-for-the-channel-at-gravelines-1890,study-for-the-channel-at-gravelines-1890,https://uploads8.wikiart.org/images/georges-seurat/study-for-the-channel-at-gravelines-1890.jpg!Large.jpg,750,469,Pointillism|Neo-Impressionism,oil|canvas,landscape,boats-and-ships|France|Graveline|Line,France,,,
georges-seurat/georges-seurat__study-for-the-channel-at-gravelines-evening-1890.jpg,georges-seurat,Georges Seurat,"Study for 'The Channel at Gravelines, Evening'",1890,https://www.wikiart.org/en/georges-seurat/study-for-the-channel-at-gravelines-evening-1890,study-for-the-channel-at-gravelines-evening-1890,https://uploads7.wikiart.org/images/georges-seurat/study-for-the-channel-at-gravelines-evening-1890.jpg!Large.jpg,750,462,Pointillism|Neo-Impressionism,oil|wood,cityscape,France|Graveline,France,,,
georges-seurat/georges-seurat__the-channel-at-gravelines-evening-1890.jpg,georges-seurat,Georges Seurat,"The Channel at Gravelines, Evening",1890,https://www.wikiart.org/en/georges-seurat/the-channel-at-gravelines-evening-1890,the-channel-at-gravelines-evening-1890,https://uploads6.wikiart.org/images/georges-seurat/the-channel-at-gravelines-evening-1890.jpg!Large.jpg,747,600,Pointillism|Neo-Impressionism,oil|canvas,cityscape,boats-and-ships|France|Graveline,France,"Museum of Modern Art (MoMA), New York City, NY, US",,
georges-seurat/georges-seurat__the-channel-at-gravelines-in-the-direction-of-the-sea-1890.jpg,georges-seurat,Georges Seurat,"The Channel at Gravelines, in the Direction of the Sea",1890,https://www.wikiart.org/en/georges-seurat/the-channel-at-gravelines-in-the-direction-of-the-sea-1890,the-channel-at-gravelines-in-the-direction-of-the-sea-1890,https://uploads8.wikiart.org/images/georges-seurat/the-channel-at-gravelines-in-the-direction-of-the-sea-1890.jpg!Large.jpg,750,581,Pointillism|Neo-Impressionism,oil|canvas,landscape,boats-and-ships|France|Graveline|Boat|Vehicle|Sailboat|Sailing|Watercraft|Sail,France,"Kröller-Müller Museum, Otterlo, Netherlands",,
georges-seurat/georges-seurat__the-channel-of-gravelines-petit-fort-philippe-1890.jpg,georges-seurat,Georges Seurat,"The Channel of Gravelines, Petit Fort Philippe",1890,https://www.wikiart.org/en/georges-seurat/the-channel-of-gravelines-petit-fort-philippe-1890,the-channel-of-gravelines-petit-fort-philippe-1890,https://uploads0.wikiart.org/images/georges-seurat/the-channel-of-gravelines-petit-fort-philippe-1890.jpg!Large.jpg,750,591,Pointillism|Neo-Impressionism,oil|canvas,cityscape,boats-and-ships|France|Graveline|Petit-Fort-Philippe|Water|Sky,France,"Indianapolis Museum of Art (IMA), Indianapolis, IN, US",,
georges-seurat/georges-seurat__young-woman-powdering-herself-1890.jpg,georges-seurat,Georges Seurat,Young Woman Powdering Herself,1890,https://www.wikiart.org/en/georges-seurat/young-woman-powdering-herself-1890,young-woman-powdering-herself-1890,https://uploads2.wikiart.org/images/georges-seurat/young-woman-powdering-herself-1890.jpg!Large.jpg,480,600,Pointillism|Neo-Impressionism,oil|canvas,genre painting,female-portraits|furniture-and-decoration|mirrors,France,"Courtauld Institute of Art, London, UK|Courtauld Gallery, London, UK",,
georges-seurat/georges-seurat__study-for-the-circus-1891.jpg,georges-seurat,Georges Seurat,Study for 'The Circus',1891,https://www.wikiart.org/en/georges-seurat/study-for-the-circus-1891,study-for-the-circus-1891,https://uploads2.wikiart.org/images/georges-seurat/study-for-the-circus-1891.jpg!Large.jpg,490,600,Pointillism|Neo-Impressionism,oil|canvas,sketch and study,celebrations-and-festivals|Map|Ecoregion,France,"Musée d'Orsay, Paris, France",,
georges-seurat/georges-seurat__the-circus-1891.jpg,georges-seurat,Georges Seurat,The Circus,1891,https://www.wikiart.org/en/georges-seurat/the-circus-1891,the-circus-1891,https://uploads3.wikiart.org/00129/images/georges-seurat/the-circus.jpg!Large.jpg,480,600,Pointillism|Neo-Impressionism,oil|canvas,genre painting,celebrations-and-festivals|Picture frame,France,"Musée d'Orsay, Paris, France",,
georges-seurat/georges-seurat__at-work-the-land-man-s-face-in-profile-leaning-forward.jpg,georges-seurat,Georges Seurat,"At work the land: man's face in profile, leaning forward",,https://www.wikiart.org/en/georges-seurat/at-work-the-land-man-s-face-in-profile-leaning-forward,at-work-the-land-man-s-face-in-profile-leaning-forward,https://uploads4.wikiart.org/images/georges-seurat/at-work-the-land-man-s-face-in-profile-leaning-forward.jpg!Large.jpg,750,500,Post-Impressionism,crayon|paper,genre painting,arts-and-crafts|Picture frame|Rectangle,France,,,
georges-seurat/georges-seurat__group-of-figures-in-front-of-a-house-and-some-trees.jpg,georges-seurat,Georges Seurat,Group of figures in front of a house and some trees,,https://www.wikiart.org/en/georges-seurat/group-of-figures-in-front-of-a-house-and-some-trees,group-of-figures-in-front-of-a-house-and-some-trees,https://uploads1.wikiart.org/images/georges-seurat/group-of-figures-in-front-of-a-house-and-some-trees.jpg!Large.jpg,750,500,Post-Impressionism,crayon|paper,genre painting,houses-and-buildings|Text|Picture frame,France,,,
georges-seurat/georges-seurat__nurse-sitting-holding-her-baby.jpg,georges-seurat,Georges Seurat,Nurse sitting holding her baby,,https://www.wikiart.org/en/georges-seurat/nurse-sitting-holding-her-baby,nurse-sitting-holding-her-baby,https://uploads6.wikiart.org/images/georges-seurat/nurse-sitting-holding-her-baby.jpg,341,512,Post-Impressionism,crayon|paper,genre painting,disease-and-treatment|mother-and-child|domestic-settings|Picture frame,France,,,
georges-seurat/georges-seurat__on-the-balcony.jpg,georges-seurat,Georges Seurat,On the balcony,,https://www.wikiart.org/en/georges-seurat/on-the-balcony,on-the-balcony,https://uploads8.wikiart.org/images/georges-seurat/on-the-balcony.jpg,341,512,Post-Impressionism,crayon|paper,genre painting,female-portraits|domestic-settings|Picture frame,France,,,
georges-seurat/georges-seurat__sleeping-woman.jpg,georges-seurat,Georges Seurat,Sleeping Woman,,https://www.wikiart.org/en/georges-seurat/sleeping-woman,sleeping-woman,https://uploads0.wikiart.org/images/georges-seurat/sleeping-woman.jpg!Large.jpg,750,500,Pointillism,crayon|paper,genre painting,female-portraits|leisure-and-sleep|Text|Rectangle,France,,,
georges-seurat/georges-seurat__stone-crusher.jpg,georges-seurat,Georges Seurat,Stone crusher,,https://www.wikiart.org/en/georges-seurat/stone-crusher,stone-crusher,https://uploads7.wikiart.org/images/georges-seurat/stone-crusher.jpg,341,512,Impressionism,crayon|paper,genre painting,arts-and-crafts,France,,,
georges-seurat/georges-seurat__the-cart-or-the-horse-hauler.jpg,georges-seurat,Georges Seurat,The cart or the horse hauler,,https://www.wikiart.org/en/georges-seurat/the-cart-or-the-horse-hauler,the-cart-or-the-horse-hauler,https://uploads5.wikiart.org/images/georges-seurat/the-cart-or-the-horse-hauler.jpg!Large.jpg,750,500,Post-Impressionism,crayon|paper,genre painting,animals|countryside|horses|Picture frame,France,,,
georges-seurat/georges-seurat__the-painter.jpg,georges-seurat,Georges Seurat,The Painter,,https://www.wikiart.org/en/georges-seurat/the-painter,the-painter,https://uploads5.wikiart.org/images/georges-seurat/the-painter.jpg,341,512,Post-Impressionism,crayon|paper,genre painting,arts-and-crafts|male-portraits,France,,,
georges-seurat/georges-seurat__the-ploughman.jpg,georges-seurat,Georges Seurat,The Ploughman,,https://www.wikiart.org/en/georges-seurat/the-ploughman,the-ploughman,https://uploads7.wikiart.org/images/georges-seurat/the-ploughman.jpg,341,512,Post-Impressionism,crayon|paper,genre painting,arts-and-crafts|male-portraits,France,,,
georges-seurat/georges-seurat__the-scene-in-the-theater.jpg,georges-seurat,Georges Seurat,The scene in the theater,,https://www.wikiart.org/en/georges-seurat/the-scene-in-the-theater,the-scene-in-the-theater,https://uploads0.wikiart.org/images/georges-seurat/the-scene-in-the-theater.jpg,341,512,Pointillism|Neo-Impressionism,crayon|paper,genre painting,double-portraits,France,,,
georges-seurat/georges-seurat__the-tree-trunk.jpg,georges-seurat,Georges Seurat,The tree trunk,,https://www.wikiart.org/en/georges-seurat/the-tree-trunk,the-tree-trunk,https://uploads8.wikiart.org/images/georges-seurat/the-tree-trunk.jpg,341,512,Post-Impressionism,crayon|paper,genre painting,cottages-and-farmhouses,France,,,
