artist,artist_name,title,year,wikiart_url,painting_url,image_url,width,height,styles,media,genres,tags,location,galleries,period,description
walter-sickert,Walter Sickert,Sketch of a female figure,1888,https://www.wikiart.org/en/walter-sickert/sketch-of-a-female-figure-1888,sketch-of-a-female-figure-1888,https://uploads6.wikiart.org/images/walter-sickert/sketch-of-a-female-figure-1888.jpg,450,484,Impressionism,pencil|paper,genre painting,female-portraits|group-portraits|fashion|Textile,,,,
walter-sickert,Walter Sickert,"Cafe of the Courts, Dieppe",1890,https://www.wikiart.org/en/walter-sickert/cafe-of-the-courts-dieppe,cafe-of-the-courts-dieppe,https://uploads1.wikiart.org/images/walter-sickert/cafe-of-the-courts-dieppe.jpg,730,599,Impressionism,,cityscape,streets-and-squares|houses-and-buildings|Normandy|cafes-and-restaurants,,,,
walter-sickert,Walter Sickert,George Moore,1891,https://www.wikiart.org/en/walter-sickert/george-moore-1891,george-moore-1891,https://uploads3.wikiart.org/images/walter-sickert/george-moore-1891.jpg!Large.jpg,496,600,Impressionism,,portrait,male-portraits|famous-people|George-Moore|Chin|Gentleman,,,,
walter-sickert,Walter Sickert,Minnie Cunningham at the Old Bedford,1892,https://www.wikiart.org/en/walter-sickert/minnie-cunningham-at-the-old-bedford-1892,minnie-cunningham-at-the-old-bedford-1892,https://uploads0.wikiart.org/images/walter-sickert/minnie-cunningham-at-the-old-bedford-1892.jpg!Large.jpg,496,600,Impressionism,,portrait,famous-people|female-portraits|Outerwear,,,,
walter-sickert,Walter Sickert,"Interior of St Mark's, Venice",1896,https://www.wikiart.org/en/walter-sickert/interior-of-st-mark-s-venice-1896,interior-of-st-mark-s-venice-1896,https://uploads1.wikiart.org/images/walter-sickert/interior-of-st-mark-s-venice-1896.jpg!Large.jpg,418,600,Impressionism,,interior,Venice|floor-and-ceiling|Holy places|Arch|Medieval architecture|Arcade|Byzantine architecture|Historic site|Building,,,,
walter-sickert,Walter Sickert,"St. Mark's, Venice",1896,https://www.wikiart.org/en/walter-sickert/st-mark-s-venice,st-mark-s-venice,https://uploads1.wikiart.org/images/walter-sickert/st-mark-s-venice.jpg,730,549,Post-Impressionism,oil|canvas,cityscape,streets-and-squares|Venice|Holy places|Byzantine architecture|Medieval architecture|Place of worship|Building,,Private Collection,,
walter-sickert,Walter Sickert,"Dieppe, Study No. 2, Facade of Saint-Jacques Tower",1899,https://www.wikiart.org/en/walter-sickert/dieppe-study-no-2-facade-of-st-jacques,dieppe-study-no-2-facade-of-st-jacques,https://uploads5.wikiart.org/images/walter-sickert/dieppe-study-no-2-facade-of-st-jacques.jpg,387,512,Impressionism,,sketch and study,streets-and-squares|houses-and-buildings|Normandy|Saint-Jacques Tower|Beige,,,,
walter-sickert,Walter Sickert,"The Arcades of Fish shop, Dieppe",1900,https://www.wikiart.org/en/walter-sickert/the-arcades-of-fish-shop-dieppe,the-arcades-of-fish-shop-dieppe,https://uploads7.wikiart.org/images/walter-sickert/the-arcades-of-fish-shop-dieppe.jpg,417,512,Post-Impressionism,,cityscape,streets-and-squares|houses-and-buildings|markets-and-shops|Normandy|arcades-and-colonnades|Building|Medieval architecture|Facade,,,,
walter-sickert,Walter Sickert,"Horses of St. Mark's, Venice",1901,https://www.wikiart.org/en/walter-sickert/horses-of-st-mark-s-venice-1901,horses-of-st-mark-s-venice-1901,https://uploads7.wikiart.org/images/walter-sickert/horses-of-st-mark-s-venice-1901.jpg,420,475,Post-Impressionism,oil|canvas,cityscape,Venice|Holy places|Landmark|Medieval architecture|Arch|Building|Classical architecture|Place of worship|Byzantine architecture,,"Bristol City Museum and Art Gallery, Bristol, UK",,
walter-sickert,Walter Sickert,"The Piazzetta and the Old Campanile, Venice",1901,https://www.wikiart.org/en/walter-sickert/the-piazzetta-and-the-old-campanile-venice,the-piazzetta-and-the-old-campanile-venice,https://uploads1.wikiart.org/images/walter-sickert/the-piazzetta-and-the-old-campanile-venice.jpg!Large.jpg,407,600,Impressionism,,cityscape,streets-and-squares|houses-and-buildings|Venice,,,,
walter-sickert,Walter Sickert,"Sketch for `The Statue of Duquesne, Dieppe'",1902,https://www.wikiart.org/en/walter-sickert/sketch-for-the-statue-of-duquesne-dieppe,sketch-for-the-statue-of-duquesne-dieppe,https://uploads7.wikiart.org/images/walter-sickert/sketch-for-the-statue-of-duquesne-dieppe.jpg,374,512,Impressionism,,sketch and study,streets-and-squares|houses-and-buildings|Normandy|monuments-and-statues|History,,,,
walter-sickert,Walter Sickert,A Marengo,1903,https://www.wikiart.org/en/walter-sickert/a-marengo,a-marengo,https://uploads3.wikiart.org/images/walter-sickert/a-marengo.jpg,730,593,Impressionism,,genre painting,female-portraits|furniture-and-decoration,,,,
walter-sickert,Walter Sickert,"Venice, la Salute",1903,https://www.wikiart.org/en/walter-sickert/venice-la-salute,venice-la-salute,https://uploads1.wikiart.org/images/walter-sickert/venice-la-salute.jpg,730,472,Post-Impressionism,,cityscape,streets-and-squares|houses-and-buildings|Venice|Building,,,,
walter-sickert,Walter Sickert,Pierrot and Woman Embracing,1904,https://www.wikiart.org/en/walter-sickert/pierrot-and-woman-embracing-1904,pierrot-and-woman-embracing-1904,https://uploads8.wikiart.org/images/walter-sickert/pierrot-and-woman-embracing-1904.jpg,385,512,Impressionism,,genre painting,male-portraits|female-portraits|Holy places,,,,
walter-sickert,Walter Sickert,Two Women on a Sofa,1904,https://www.wikiart.org/en/walter-sickert/two-women-on-a-sofa-1904,two-women-on-a-sofa-1904,https://uploads1.wikiart.org/images/walter-sickert/two-women-on-a-sofa-1904.jpg!Large.jpg,706,600,Impressionism,,genre painting,female-portraits|furniture-and-decoration,,,,
walter-sickert,Walter Sickert,Figure,1906,https://www.wikiart.org/en/walter-sickert/figure-1906,figure-1906,https://uploads5.wikiart.org/images/walter-sickert/figure-1906.jpg,331,400,Impressionism,,nude painting (nu),female-nude|furniture-and-decoration|Tree,,,,
walter-sickert,Walter Sickert,"Seated Nude, Paris",1906,https://www.wikiart.org/en/walter-sickert/seated-nude-paris-1906,seated-nude-paris-1906,https://uploads7.wikiart.org/images/walter-sickert/seated-nude-paris-1906.jpg,330,416,Impressionism,,nude painting (nu),female-nude|Lady,,Private Collection,,
walter-sickert,Walter Sickert,The Dutch Girl,1906,https://www.wikiart.org/en/walter-sickert/the-dutch,the-dutch,https://uploads5.wikiart.org/00522/images/walter-sickert/la-hollandaise-c-1906.jpg!Large.jpg,477,600,Impressionism,oil|canvas,nude painting (nu),female-nude|furniture-and-decoration|leisure-and-sleep,,"Tate Britain, London, UK",,
walter-sickert,Walter Sickert,Woman Washing her Hair,1906,https://www.wikiart.org/en/walter-sickert/woman-washing-her-hair-1906,woman-washing-her-hair-1906,https://uploads4.wikiart.org/images/walter-sickert/woman-washing-her-hair-1906.jpg!Large.jpg,490,600,Impressionism,,genre painting,female-nude|furniture-and-decoration,,,,
walter-sickert,Walter Sickert,"Girl at a Window, Little Rachel",1907,https://www.wikiart.org/en/walter-sickert/girl-at-a-window-little-rachel-1907,girl-at-a-window-little-rachel-1907,https://uploads3.wikiart.org/images/walter-sickert/girl-at-a-window-little-rachel-1907.jpg!Large.jpg,478,600,Impressionism,,genre painting,doors-and-windows|children portraits,,,,
walter-sickert,Walter Sickert,"Mornington Crescent nude, contre-jour",1907,https://www.wikiart.org/en/walter-sickert/mornington-crescent-nude-contre-jour-1907,mornington-crescent-nude-contre-jour-1907,https://uploads8.wikiart.org/images/walter-sickert/mornington-crescent-nude-contre-jour-1907.jpg,600,499,Impressionism,oil|canvas,nude painting (nu),female-nude|furniture-and-decoration|Water,,"Art Gallery of South Australia (AGSA), Adelaide, Australia",,
walter-sickert,Walter Sickert,The Juvenile Lead (Self Portrait),1907,https://www.wikiart.org/en/walter-sickert/the-juvenile-lead-self-portrait-1907,the-juvenile-lead-self-portrait-1907,https://uploads4.wikiart.org/images/walter-sickert/the-juvenile-lead-self-portrait-1907.jpg!Large.jpg,534,600,Impressionism,oil|canvas,self-portrait,male-portraits|famous-people,,"Southampton City Art Gallery, Southampton, UK",,
walter-sickert,Walter Sickert,Jack the Ripper's Bedroom,1907,https://www.wikiart.org/en/walter-sickert/jack-the-rippers-bedroom-1907,jack-the-rippers-bedroom-1907,https://uploads0.wikiart.org/00221/images/walter-sickert/jack-the-ripper-s-bedroom.jpg!Large.jpg,484,600,,oil|canvas,interior,Brown,,"Manchester Art Gallery, Manchester, UK",,
walter-sickert,Walter Sickert,Mrs Barrett,1908,https://www.wikiart.org/en/walter-sickert/mrs-barrett,mrs-barrett,https://uploads5.wikiart.org/images/walter-sickert/mrs-barrett.jpg,512,386,Impressionism,,portrait,famous-people|female-portraits,,,,
walter-sickert,Walter Sickert,The Camden Town Murder,1908,https://www.wikiart.org/en/walter-sickert/not-identified,not-identified,https://uploads8.wikiart.org/images/walter-sickert/not-identified.jpg,362,400,Impressionism,,genre painting,male-portraits|furniture-and-decoration|male-nude,,,,
walter-sickert,Walter Sickert,The American,1908,https://www.wikiart.org/en/walter-sickert/the-american-1908,the-american-1908,https://uploads3.wikiart.org/images/walter-sickert/the-american-1908.jpg!Large.jpg,467,600,Post-Impressionism,,portrait,female-portraits,,,,
walter-sickert,Walter Sickert,Despair,1909,https://www.wikiart.org/en/walter-sickert/despair,despair,https://uploads1.wikiart.org/images/walter-sickert/despair.jpg,324,512,Impressionism,,sketch and study,male-portraits|Sketch|Figure drawing,,,,
walter-sickert,Walter Sickert,"The Camden Town Murder, or What Shall We Do For the Rent?",1909,https://www.wikiart.org/en/walter-sickert/the-camden-town-murder-or-what-shall-we-do-for-the-rent,the-camden-town-murder-or-what-shall-we-do-for-the-rent,https://uploads5.wikiart.org/images/walter-sickert/the-camden-town-murder-or-what-shall-we-do-for-the-rent.jpg!Large.jpg,750,535,Impressionism,oil|canvas,genre painting,male-portraits|female-nude|birth-and-death,,"Yale Centre For British Art (Yale University), New Haven, CT, US",,
walter-sickert,Walter Sickert,Jacques-Emile Blanche,1910,https://www.wikiart.org/en/walter-sickert/jacques-emile-blanche,jacques-emile-blanche,https://uploads7.wikiart.org/images/walter-sickert/jacques-emile-blanche.jpg!Large.jpg,496,600,Impressionism,,portrait,male-portraits|famous-people|Gentleman,,,,
walter-sickert,Walter Sickert,The Straw Hat,1911,https://www.wikiart.org/en/walter-sickert/the-straw-hat,the-straw-hat,https://uploads7.wikiart.org/images/walter-sickert/the-straw-hat.jpg,345,512,Post-Impressionism,,sketch and study,female-portraits|Sketch|Nose|Figure drawing|Forehead|Jaw|Eye|Organ|Line,,,,
walter-sickert,Walter Sickert,Harold Gilman,1912,https://www.wikiart.org/en/walter-sickert/harold-gilman,harold-gilman,https://uploads8.wikiart.org/images/walter-sickert/harold-gilman.jpg!Large.jpg,446,600,Impressionism,,portrait,male-portraits|famous-people,,,,
walter-sickert,Walter Sickert,Off to the Pub,1912,https://www.wikiart.org/en/walter-sickert/off-to-the-pub,off-to-the-pub,https://uploads8.wikiart.org/images/walter-sickert/off-to-the-pub.jpg,406,512,Impressionism,,genre painting,male-portraits|theatres,,,,
walter-sickert,Walter Sickert,Rowlandson House - Sunset,1912,https://www.wikiart.org/en/walter-sickert/rowlandson-house-sunset-1912,rowlandson-house-sunset-1912,https://uploads4.wikiart.org/images/walter-sickert/rowlandson-house-sunset-1912.jpg,427,512,Impressionism,,cityscape,streets-and-squares|houses-and-buildings|sunrise-and-sunset,,,,
walter-sickert,Walter Sickert,Ennui,1913,https://www.wikiart.org/en/walter-sickert/ennui,ennui,https://uploads0.wikiart.org/images/walter-sickert/ennui.jpg!Large.jpg,443,600,Post-Impressionism,oil|canvas,genre painting,Marriage|Room,,"Tate Modern, London, UK",,
walter-sickert,Walter Sickert,Tipperary,1914,https://www.wikiart.org/en/walter-sickert/tipperary-1914,tipperary-1914,https://uploads0.wikiart.org/images/walter-sickert/tipperary-1914.jpg!Large.jpg,480,600,Impressionism,,genre painting,female-portraits,,,,
walter-sickert,Walter Sickert,Brighton Pierrots,1915,https://www.wikiart.org/en/walter-sickert/brighton-pierrots-1915,brighton-pierrots-1915,https://uploads7.wikiart.org/images/walter-sickert/brighton-pierrots-1915.jpg,512,422,Post-Impressionism,oil|canvas,genre painting,group-portraits,,Private Collection,,
walter-sickert,Walter Sickert,Study for `The Little Tea Party',1916,https://www.wikiart.org/en/walter-sickert/study-for-the-little-tea-party-1916,study-for-the-little-tea-party-1916,https://uploads2.wikiart.org/images/walter-sickert/study-for-the-little-tea-party-1916.jpg,512,330,Impressionism,,sketch and study,male-portraits|female-portraits|furniture-and-decoration|Sketch|Figure drawing,,,,
walter-sickert,Walter Sickert,The Little Tea Party Nina Hamnett and Roald Kristian,1916,https://www.wikiart.org/en/walter-sickert/the-little-tea-party-nina-hamnett-and-roald-kristian-1916,the-little-tea-party-nina-hamnett-and-roald-kristian-1916,https://uploads6.wikiart.org/images/walter-sickert/the-little-tea-party-nina-hamnett-and-roald-kristian-1916.jpg,730,517,Impressionism,,genre painting,male-portraits|famous-people|female-portraits|furniture-and-decoration,,,,
walter-sickert,Walter Sickert,"Belvedere, Bath",1917,https://www.wikiart.org/en/walter-sickert/belvedere-bath,belvedere-bath,https://uploads8.wikiart.org/images/walter-sickert/belvedere-bath.jpg,499,512,Impressionism,,cityscape,streets-and-squares|houses-and-buildings|roads-and-vehicles|Ruins,,,,
walter-sickert,Walter Sickert,Baccarat - the Fur Cape,1920,https://www.wikiart.org/en/walter-sickert/baccarat-the-fur-cape-1920,baccarat-the-fur-cape-1920,https://uploads3.wikiart.org/images/walter-sickert/baccarat-the-fur-cape-1920.jpg!Large.jpg,427,600,Impressionism,,genre painting,male-portraits|female-portraits,,,,
walter-sickert,Walter Sickert,Roquefort,1920,https://www.wikiart.org/en/walter-sickert/roquefort,roquefort,https://uploads4.wikiart.org/images/walter-sickert/roquefort.jpg!Large.jpg,475,600,Impressionism,,still life,dishware-and-cutlery|food-and-beverages|Still life photography,,,,
walter-sickert,Walter Sickert,Study for `The wardrobe',1922,https://www.wikiart.org/en/walter-sickert/study-for-the-wardrobe-1922,study-for-the-wardrobe-1922,https://uploads3.wikiart.org/images/walter-sickert/study-for-the-wardrobe-1922.jpg,360,512,Impressionism,,sketch and study,female-portraits|furniture-and-decoration,,,,
walter-sickert,Walter Sickert,The Tottenham Distillery,1924,https://www.wikiart.org/en/walter-sickert/the-tottenham-distillery,the-tottenham-distillery,https://uploads0.wikiart.org/images/walter-sickert/the-tottenham-distillery.jpg,512,443,Impressionism,,genre painting,male-portraits|female-portraits|furniture-and-decoration|Holy places,,,,
walter-sickert,Walter Sickert,The wardrobe,1924,https://www.wikiart.org/en/walter-sickert/the-wardrobe-1924,the-wardrobe-1924,https://uploads3.wikiart.org/images/walter-sickert/the-wardrobe-1924.jpg!Large.jpg,373,600,Impressionism,,genre painting,female-portraits|furniture-and-decoration,,,,
walter-sickert,Walter Sickert,The Servant of Abraham,1929,https://www.wikiart.org/en/walter-sickert/the-servant-of-abraham-1929,the-servant-of-abraham-1929,https://uploads3.wikiart.org/images/walter-sickert/the-servant-of-abraham-1929.jpg,418,512,Impressionism,,portrait,male-portraits|Head,,,,
walter-sickert,Walter Sickert,The Front at Hove (Turpe Senex Miles Turpe Senilis Amor),1930,https://www.wikiart.org/en/walter-sickert/the-front-at-hove-turpe-senex-miles-turpe-senilis-amor-1930,the-front-at-hove-turpe-senex-miles-turpe-senilis-amor-1930,https://uploads0.wikiart.org/images/walter-sickert/the-front-at-hove-turpe-senex-miles-turpe-senilis-amor-1930.jpg!Large.jpg,724,600,Post-Impressionism,,cityscape,male-portraits|female-portraits|streets-and-squares|houses-and-buildings,,,,
walter-sickert,Walter Sickert,The Seducer,1930,https://www.wikiart.org/en/walter-sickert/the-seducer,the-seducer,https://uploads5.wikiart.org/images/walter-sickert/the-seducer.jpg,730,500,Post-Impressionism,,genre painting,male-portraits|female-portraits|furniture-and-decoration,,,,
walter-sickert,Walter Sickert,Miss Earhart's Arrival,1932,https://www.wikiart.org/en/walter-sickert/miss-earhart-s-arrival-1932,miss-earhart-s-arrival-1932,https://uploads3.wikiart.org/images/walter-sickert/miss-earhart-s-arrival-1932.jpg,730,274,Impressionism,,genre painting,group-portraits,,,,
walter-sickert,Walter Sickert,Lady Martin,1935,https://www.wikiart.org/en/walter-sickert/lady-martin-1935,lady-martin-1935,https://uploads1.wikiart.org/images/walter-sickert/lady-martin-1935.jpg,385,512,Post-Impressionism,,portrait,female-portraits,,,,
walter-sickert,Walter Sickert,Sir Alec Martin,1935,https://www.wikiart.org/en/walter-sickert/sir-alec-martin-1935,sir-alec-martin-1935,https://uploads6.wikiart.org/images/walter-sickert/sir-alec-martin-1935.jpg!Large.jpg,462,600,Post-Impressionism,,portrait,male-portraits|famous-people|Room,,,,
walter-sickert,Walter Sickert,Variation on Peggy,1935,https://www.wikiart.org/en/walter-sickert/variation-on-peggy-1935,variation-on-peggy-1935,https://uploads8.wikiart.org/images/walter-sickert/variation-on-peggy-1935.jpg,730,584,Post-Impressionism,,portrait,female-portraits|streets-and-squares|houses-and-buildings|Waterway,,,,
walter-sickert,Walter Sickert,Queen Victoria and her great-grandson,1936,https://www.wikiart.org/en/walter-sickert/queen-victoria-and-her-great-grandson,queen-victoria-and-her-great-grandson,https://uploads5.wikiart.org/images/walter-sickert/queen-victoria-and-her-great-grandson.jpg!Large.jpg,661,600,Impressionism,,portrait,famous-people|female-portraits|children portraits|Queen Victoria of Great Britain,,,,
walter-sickert,Walter Sickert,"Clarence Gardens, Camden Town",,https://www.wikiart.org/en/walter-sickert/clarence-gardens-camden-town,clarence-gardens-camden-town,https://uploads4.wikiart.org/images/walter-sickert/clarence-gardens-camden-town.jpg,640,446,Post-Impressionism,,cityscape,houses-and-buildings|gardens-and-parks|Tree|House,,,,
walter-sickert,Walter Sickert,Home life,,https://www.wikiart.org/en/walter-sickert/home-life,home-life,https://uploads4.wikiart.org/images/walter-sickert/home-life.jpg!Large.jpg,432,600,Impressionism,,genre painting,male-portraits,,,,
walter-sickert,Walter Sickert,"London Street, Bath",,https://www.wikiart.org/en/walter-sickert/london-street-bath,london-street-bath,https://uploads4.wikiart.org/images/walter-sickert/london-street-bath.jpg!Large.jpg,750,458,Post-Impressionism,,cityscape,streets-and-squares|houses-and-buildings|roads-and-vehicles|London,,,,
walter-sickert,Walter Sickert,Portrait of Israel Zangwill,,https://www.wikiart.org/en/walter-sickert/portrait-of-israel-zangwill,portrait-of-israel-zangwill,https://uploads3.wikiart.org/images/walter-sickert/portrait-of-israel-zangwill.jpg,450,537,Impressionism,,portrait,male-portraits|famous-people,,,,
walter-sickert,Walter Sickert,Portrait of Lady Noble,,https://www.wikiart.org/en/walter-sickert/portrait-of-lady-noble,portrait-of-lady-noble,https://uploads8.wikiart.org/images/walter-sickert/portrait-of-lady-noble.jpg!Large.jpg,469,600,Post-Impressionism,,portrait,famous-people|female-portraits|Lady,,,,
walter-sickert,Walter Sickert,The Notre-Dame des Champs,,https://www.wikiart.org/en/walter-sickert/the-notre-dame-des-champs,the-notre-dame-des-champs,https://uploads2.wikiart.org/images/walter-sickert/the-notre-dame-des-champs.jpg!Large.jpg,476,600,Impressionism,,cityscape,streets-and-squares|houses-and-buildings|Street,,,,
walter-sickert,Walter Sickert,"The Rialto Bridge, Venice",,https://www.wikiart.org/en/walter-sickert/the-rialto-bridge-venice,the-rialto-bridge-venice,https://uploads1.wikiart.org/images/walter-sickert/the-rialto-bridge-venice.jpg!Large.jpg,496,600,Post-Impressionism,,cityscape,streets-and-squares|houses-and-buildings|Venice|Waterway|Sky,,,,
walter-sickert,Walter Sickert,View of Bath from Belvedere,,https://www.wikiart.org/en/walter-sickert/view-of-bath-from-belvedere,view-of-bath-from-belvedere,https://uploads4.wikiart.org/images/walter-sickert/view-of-bath-from-belvedere.jpg!Large.jpg,417,600,Impressionism,,cityscape,streets-and-squares|houses-and-buildings|Ruins,,,,
walter-sickert,Walter Sickert,Violets,,https://www.wikiart.org/en/walter-sickert/violets,violets,https://uploads2.wikiart.org/images/walter-sickert/violets.jpg!Large.jpg,750,415,Post-Impressionism,,flower painting,flowers-and-plants,,,,
walter-sickert,Walter Sickert,Young Belgium Women,,https://www.wikiart.org/en/walter-sickert/young-belgium-women,young-belgium-women,https://uploads4.wikiart.org/images/walter-sickert/young-belgium-women.jpg,399,500,Impressionism,,genre painting,female-portraits|furniture-and-decoration,,,,
